Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
76,3.0,0.0,0.0,1258.0,16.0,32.0,5163.0,0.1,15.150059912393479,0.0,0.0,1139.2598359584808,,,,,,,,,,,,,,,,,,,,,4.486772422421671,5.247596272822103,15.036541240816382,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1398.0,17.0,140.0,5303.0,0.1,81.9644117520089,0.0,0.0,1153.4289155006409,,,,,,,,,,,,,,,,,,,,,32.78684393991969,24.39337486829047,77.52923454026612,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1492.0,18.0,94.0,5397.0,0.1,57.29995369317934,0.0,0.0,1162.8780853748322,,,,,,,,,,,,,,,,,,,,,22.60607616089858,16.961413813456762,55.28549824504671,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1565.0,19.0,73.0,5470.0,0.1,29.410896273318084,0.0,0.0,1170.2921776771545,,,,,,,,,,,,,,,,,,,,,12.033320431958158,9.075356210518112,28.58961452121304,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1587.0,20.0,22.0,5492.0,0.1,4.198319525215855,0.0,0.0,1172.787435054779,,,,,,,,,,,,,,,,,,,,,1.2515298341062902,1.4177651857909281,4.179139969664875,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,213.0,1.0,213.0,5705.0,0.1,121.29224345603683,0.0,0.0,1445.7849752902985,,,,,,,,,,,,,,,,,,,,,45.076337262064726,33.18062054325816,111.91470110672938,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,312.0,2.0,99.0,5804.0,0.1,49.609636544224465,0.0,0.0,1455.6650958061218,,,,,,,,,,,,,,,,,,,,,21.45166697762587,15.893846471913774,47.58103600441235,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,469.0,3.0,157.0,5961.0,0.1,86.28186403213734,0.0,0.0,1471.2444016933441,,,,,,,,,,,,,,,,,,,,,38.29340983207528,24.13355535136568,80.43057941675552,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,582.0,4.0,113.0,6074.0,0.1,43.89077238062177,0.0,0.0,1482.9244058132172,,,,,,,,,,,,,,,,,,,,,18.317141642428428,10.684137344972326,41.904702876076655,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,607.0,5.0,25.0,6099.0,0.1,4.99047291496855,0.0,0.0,1485.9284100532532,,,,,,,,,,,,,,,,,,,,,1.3222805049466713,1.6460683696427671,4.967345626251758,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,636.0,6.0,29.0,6128.0,0.1,12.504581119809716,0.0,0.0,1489.1114354133606,,,,,,,,,,,,,,,,,,,,,3.7642455786248963,4.20049752695249,12.42024606992338,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,708.0,7.0,72.0,6200.0,0.1,33.0308886693317,0.0,0.0,1496.3533742427826,,,,,,,,,,,,,,,,,,,,,10.573128417380275,9.517324711642756,32.33425960823718,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,859.0,8.0,151.0,6351.0,0.1,78.69049459066305,0.0,0.0,1511.2891438007355,,,,,,,,,,,,,,,,,,,,,29.442664325315924,24.486780681593974,74.3933646134025,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1086.0,9.0,227.0,6578.0,0.1,160.27421345369564,0.0,0.0,1533.3960583209991,,,,,,,,,,,,,,,,,,,,,68.60939785363146,44.246008976133936,144.98971458036755,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1166.0,10.0,80.0,6658.0,0.1,36.33074113030967,0.0,0.0,1541.3487555980682,,,,,,,,,,,,,,,,,,,,,14.545907850595672,10.513855388547602,35.237508281316394,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1222.0,11.0,56.0,6714.0,0.1,14.697167492994273,0.0,0.0,1547.0629847049713,,,,,,,,,,,,,,,,,,,,,4.075330658291373,3.836668094055043,14.497930338877383,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1282.0,12.0,60.0,6774.0,0.1,30.554789894595725,0.0,0.0,1553.1298387050629,,,,,,,,,,,,,,,,,,,,,11.020822193608648,9.501197858011276,29.953417444450654,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1339.0,13.0,57.0,6831.0,0.1,33.26876538630176,0.0,0.0,1559.0374269485474,,,,,,,,,,,,,,,,,,,,,10.82408380894663,10.570271348137041,32.717194280558644,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1448.0,14.0,109.0,6940.0,0.1,60.79766906229217,0.0,0.0,1569.8211517333984,,,,,,,,,,,,,,,,,,,,,20.893309514155654,18.03535896636085,58.63751471716887,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1601.0,15.0,153.0,7093.0,0.1,46.28906134116252,0.0,0.0,1585.0467472076416,,,,,,,,,,,,,,,,,,,,,18.305891807029955,11.826382625312911,43.575367053426824,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1637.0,16.0,36.0,7129.0,0.1,19.481814633813013,0.0,0.0,1588.8028981685638,,,,,,,,,,,,,,,,,,,,,5.991169544729566,6.392249622610252,19.30472267082171,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1814.0,17.0,177.0,7306.0,0.1,135.76445989685598,0.0,0.0,1606.5608463287354,,,,,,,,,,,,,,,,,,,,,57.52056535514978,38.08048045724576,125.8348637215739,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1872.0,18.0,58.0,7364.0,0.1,29.13350515328251,0.0,0.0,1612.574062347412,,,,,,,,,,,,,,,,,,,,,8.33684929934236,9.251819812581259,28.707353894355442,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1907.0,19.0,35.0,7399.0,0.1,15.25014553560153,0.0,0.0,1616.4432215690613,,,,,,,,,,,,,,,,,,,,,4.136264273213197,4.958039394986476,15.13563241523713,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1928.0,20.0,21.0,7420.0,0.1,4.361155126433903,0.0,0.0,1618.8352303504944,,,,,,,,,,,,,,,,,,,,,1.22731377591561,1.473203724805921,4.344065323721793,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,91.0,1.0,91.0,7511.0,0.1,60.95963173667317,0.0,0.0,1937.84188580513,,,,,,,,,,,,,,,,,,,,,22.369531928744937,19.53452115467905,59.0420293478237,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,322.0,2.0,231.0,7742.0,0.1,117.34472318497556,0.0,0.0,1960.6561884880066,,,,,,,,,,,,,,,,,,,,,44.664946476706604,31.858807199434835,107.24149629995992,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,466.0,3.0,144.0,7886.0,0.1,70.0799536365013,0.0,0.0,1975.0737912654877,,,,,,,,,,,,,,,,,,,,,24.41925916205852,18.11762510809566,66.69690743512763,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,550.0,4.0,84.0,7970.0,0.1,52.94384621516786,0.0,0.0,1983.428789138794,,,,,,,,,,,,,,,,,,,,,18.60489140113678,16.769204804987517,51.483951757034724,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,569.0,5.0,19.0,7989.0,0.1,4.341545314125666,0.0,0.0,1985.6186616420746,,,,,,,,,,,,,,,,,,,,,1.2927250730687456,1.4778912433288185,4.325630473052992,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,596.0,6.0,27.0,8016.0,0.1,7.480546059739732,0.0,0.0,1988.5606541633606,,,,,,,,,,,,,,,,,,,,,1.8776704079553799,2.3664832686539383,7.444730975945851,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,796.0,7.0,200.0,8216.0,0.1,139.81562322185897,0.0,0.0,2008.3346540927887,,,,,,,,,,,,,,,,,,,,,53.25080002267039,41.879811979723534,129.42418215745755,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,870.0,8.0,74.0,8290.0,0.1,52.29072225377268,0.0,0.0,2016.0027322769165,,,,,,,,,,,,,,,,,,,,,20.339966092868757,16.74214192539553,50.88728845251697,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,953.0,9.0,83.0,8373.0,0.1,41.09313376881806,0.0,0.0,2024.1957097053528,,,,,,,,,,,,,,,,,,,,,14.636416634097799,12.845670820417364,39.958187605210796,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1015.0,10.0,62.0,8435.0,0.1,20.684117539435885,0.0,0.0,2030.5746068954468,,,,,,,,,,,,,,,,,,,,,6.980851898424159,5.859396859385194,20.2918681661978,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1067.0,11.0,52.0,8487.0,0.1,32.298407513056574,0.0,0.0,2035.908041715622,,,,,,,,,,,,,,,,,,,,,11.0140376945221,10.635323687376248,31.78922421214152,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1248.0,12.0,181.0,8668.0,0.1,112.3040181765527,0.0,0.0,2053.675504922867,,,,,,,,,,,,,,,,,,,,,51.705952193885246,34.11224276710229,103.15144055913723,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1516.0,13.0,268.0,8936.0,0.1,155.5623905677339,0.0,0.0,2080.4229209423065,,,,,,,,,,,,,,,,,,,,,52.40588813139653,42.565980526604804,141.80107289323334,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1579.0,14.0,63.0,8999.0,0.1,25.828364612746288,0.0,0.0,2086.6947367191315,,,,,,,,,,,,,,,,,,,,,7.107924778942251,7.853624875072262,25.431402725721632,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1694.0,15.0,115.0,9114.0,0.1,39.60815074668737,0.0,0.0,2098.0247645378113,,,,,,,,,,,,,,,,,,,,,13.428496679630499,10.159787970925645,38.140115719853874,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,1730.0,16.0,36.0,9150.0,0.1,14.089325659779405,0.0,0.0,2101.750792503357,,,,,,,,,,,,,,,,,,,,,3.5185020040101005,4.431923848979337,13.990626850709614,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,1920.0,17.0,190.0,9340.0,0.1,137.97733431407877,0.0,0.0,2120.5373153686523,,,,,,,,,,,,,,,,,,,,,53.01832104818902,41.82242408818182,128.16004524536834,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2009.0,18.0,89.0,9429.0,0.1,54.57602629673938,0.0,0.0,2129.3582673072815,,,,,,,,,,,,,,,,,,,,,22.12569386222039,17.379111013743128,52.712211253297085,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2165.0,19.0,156.0,9585.0,0.1,62.31810449191347,0.0,0.0,2144.78960108757,,,,,,,,,,,,,,,,,,,,,22.89997586315636,16.725939076128856,58.8633761461773,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2277.0,20.0,112.0,9697.0,0.1,46.699219455329214,0.0,0.0,2156.357177734375,,,,,,,,,,,,,,,,,,,,,23.39640408814756,14.906640097717146,44.16711225485417,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,272.0,1.0,272.0,9969.0,0.1,128.65955969636545,0.0,0.0,2554.801219701767,,,,,,,,,,,,,,,,,,,,,56.750076488119035,35.52406785981553,113.45032609345789,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,478.0,2.0,206.0,10175.0,0.1,119.79366821532633,0.0,0.0,2574.839055776596,,,,,,,,,,,,,,,,,,,,,40.189631782173265,32.33678302481469,111.73796826676396,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,641.0,3.0,163.0,10338.0,0.1,71.5141936417299,0.0,0.0,2590.7582774162292,,,,,,,,,,,,,,,,,,,,,22.621755264758484,18.97710566235315,67.96270498083094,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,750.0,4.0,109.0,10447.0,0.1,61.761494491420244,0.0,0.0,2601.56596159935,,,,,,,,,,,,,,,,,,,,,22.050988339110273,17.4345236567306,59.47683094752134,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,820.0,5.0,70.0,10517.0,0.1,28.848471945346045,0.0,0.0,2608.64781332016,,,,,,,,,,,,,,,,,,,,,10.928259315120183,9.619799550948407,28.13974514383012,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,842.0,6.0,22.0,10539.0,0.1,6.3262819581991945,0.0,0.0,2611.1677565574646,,,,,,,,,,,,,,,,,,,,,1.5240147912164062,2.0895332228328223,6.305358043521432,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,913.0,7.0,71.0,10610.0,0.1,32.606176778698064,0.0,0.0,2618.3813383579254,,,,,,,,,,,,,,,,,,,,,10.748978735025219,9.974693602950648,31.906780943617605,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1336.0,8.0,423.0,11033.0,0.1,217.3433151984347,0.0,0.0,2659.502204656601,,,,,,,,,,,,,,,,,,,,,94.13475034716139,49.77479611330952,177.8798977171217,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1418.0,9.0,82.0,11115.0,0.1,38.73494393381814,0.0,0.0,2667.779091835022,,,,,,,,,,,,,,,,,,,,,13.441938063679292,11.333049446887834,37.708083471455936,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1592.0,10.0,174.0,11289.0,0.1,84.53268019790671,0.0,0.0,2684.945603132248,,,,,,,,,,,,,,,,,,,,,30.17366488921414,23.631129825896434,79.44126559711208,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1661.0,11.0,69.0,11358.0,0.1,37.07778937722602,0.0,0.0,2692.031272649765,,,,,,,,,,,,,,,,,,,,,11.926011940931186,11.431109596426673,36.327513252293095,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,2188.0,12.0,527.0,11885.0,0.1,283.4080920095933,0.0,0.0,2743.5504150390625,,,,,,,,,,,,,,,,,,,,,111.19271259418652,66.36006375301685,225.25982686636357,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,2526.0,13.0,338.0,12223.0,0.1,204.91904610244026,0.0,0.0,2776.9990227222443,,,,,,,,,,,,,,,,,,,,,75.00782937997377,51.89474810050007,179.92607198991695,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,2650.0,14.0,124.0,12347.0,0.1,64.29165380758084,0.0,0.0,2789.38463306427,,,,,,,,,,,,,,,,,,,,,24.906404106045322,19.416939222411685,61.3258500727266,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,2724.0,15.0,74.0,12421.0,0.1,41.43703557529695,0.0,0.0,2796.824427843094,,,,,,,,,,,,,,,,,,,,,13.662279279642036,12.7547299873948,40.50700040240785,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,2746.0,16.0,22.0,12443.0,0.1,6.1116101462409045,0.0,0.0,2799.361156463623,,,,,,,,,,,,,,,,,,,,,1.6195910312485438,2.058831726897608,6.088149354112307,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,3224.0,17.0,478.0,12921.0,0.1,214.40655800876405,0.0,0.0,2845.6754817962646,,,,,,,,,,,,,,,,,,,,,87.37383770884652,50.03017480577938,172.98766592812544,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,3565.0,18.0,341.0,13262.0,0.1,176.72788294752385,0.0,0.0,2879.005897283554,,,,,,,,,,,,,,,,,,,,,67.60747674263786,43.107557814901035,153.98154248170522,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,3702.0,19.0,137.0,13399.0,0.1,47.23443409023613,0.0,0.0,2892.565088748932,,,,,,,,,,,,,,,,,,,,,15.348565930575676,11.449477784780253,45.2220794946571,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,3772.0,20.0,70.0,13469.0,0.1,34.17189557337404,0.0,0.0,2899.911365032196,,,,,,,,,,,,,,,,,,,,,10.942323007314952,10.703033734806622,33.47284518037759,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,128.0,1.0,128.0,13597.0,0.1,68.34694055794476,0.0,0.0,3498.107641220093,,,,,,,,,,,,,,,,,,,,,29.42888380430947,20.14207437061984,64.70939751662883,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,359.0,2.0,231.0,13828.0,0.1,111.58238527904673,0.0,0.0,3520.5434470176697,,,,,,,,,,,,,,,,,,,,,38.23108911470775,29.127844355591343,102.95681436546569,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,482.0,3.0,123.0,13951.0,0.1,46.537581904153946,0.0,0.0,3532.8782608509064,,,,,,,,,,,,,,,,,,,,,18.11075097987417,12.02347999981637,44.398712560037,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,607.0,4.0,125.0,14076.0,0.1,68.38926005275715,0.0,0.0,3545.258053302765,,,,,,,,,,,,,,,,,,,,,27.32958724991056,19.075334929235904,65.10320294921377,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,660.0,5.0,53.0,14129.0,0.1,21.218229433553855,0.0,0.0,3550.8181359767914,,,,,,,,,,,,,,,,,,,,,7.29451014021446,7.191833695924054,20.873346215206674,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,685.0,6.0,25.0,14154.0,0.1,8.036244777598087,0.0,0.0,3553.5511314868927,,,,,,,,,,,,,,,,,,,,,1.9651649333328733,2.5546432254741616,8.003113878908712,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,818.0,7.0,133.0,14287.0,0.1,83.43437774509681,0.0,0.0,3566.682061433792,,,,,,,,,,,,,,,,,,,,,31.392160091186078,24.879916004436964,79.41797698896998,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,1120.0,8.0,302.0,14589.0,0.1,181.20603247657237,0.0,0.0,3596.1761903762817,,,,,,,,,,,,,,,,,,,,,70.23265618045185,47.84904153210117,160.3162424787908,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,1731.0,9.0,611.0,15200.0,0.1,344.47552544352646,0.0,0.0,3655.9450738430023,,,,,,,,,,,,,,,,,,,,,134.40959305940189,75.27029659955188,262.87675471691114,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,1968.0,10.0,237.0,15437.0,0.1,88.66613985413403,0.0,0.0,3679.278269290924,,,,,,,,,,,,,,,,,,,,,31.19740108158529,26.102533913936288,81.43514465195744,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,2012.0,11.0,44.0,15481.0,0.1,23.259307592037516,0.0,0.0,3683.9036870002747,,,,,,,,,,,,,,,,,,,,,8.016642914477854,7.424419801141131,22.95245726587497,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,2245.0,12.0,233.0,15714.0,0.1,130.47840940938195,0.0,0.0,3706.983116865158,,,,,,,,,,,,,,,,,,,,,57.80767032000816,35.52064350969978,117.24359216555914,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,2921.0,13.0,676.0,16390.0,0.1,323.3111602124874,0.0,0.0,3772.9187705516815,,,,,,,,,,,,,,,,,,,,,128.90454213732866,67.04057180322465,236.64474256804687,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,2985.0,14.0,64.0,16454.0,0.1,33.79183900029024,0.0,0.0,3779.540696144104,,,,,,,,,,,,,,,,,,,,,11.100498432714215,11.204142036154499,33.14766929151029,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,3115.0,15.0,130.0,16584.0,0.1,56.101758576085636,0.0,0.0,3792.4462492465973,,,,,,,,,,,,,,,,,,,,,22.657706195135198,16.80216291351062,53.262728965921006,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,3639.0,16.0,524.0,17108.0,0.1,235.95333204323575,0.0,0.0,3843.967022418976,,,,,,,,,,,,,,,,,,,,,90.7780802241874,58.1733356066687,188.76295515311276,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,3694.0,17.0,55.0,17163.0,0.1,31.843003715162357,0.0,0.0,3849.709282875061,,,,,,,,,,,,,,,,,,,,,10.729740696844605,10.64634143969675,31.315467596561426,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,3919.0,18.0,225.0,17388.0,0.1,112.52297585457991,0.0,0.0,3872.155486345291,,,,,,,,,,,,,,,,,,,,,42.25930762174978,28.90649196786301,103.22097035943469,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,4003.0,19.0,84.0,17472.0,0.1,43.577220070471256,0.0,0.0,3880.651619195938,,,,,,,,,,,,,,,,,,,,,13.517986711800242,12.659789559903983,42.52672010016029,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,4032.0,20.0,29.0,17501.0,0.1,6.821218187281035,0.0,0.0,3883.8980643749237,,,,,,,,,,,,,,,,,,,,,2.01018562972198,2.2917147569952925,6.776468965481094,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,265.0,1.0,265.0,17766.0,0.1,135.46997793692097,0.0,0.0,4531.717507600784,,,,,,,,,,,,,,,,,,,,,47.84150427767517,32.2834249509731,123.03793212966426,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,402.0,2.0,137.0,17903.0,0.1,91.22674124599814,0.0,0.0,4545.340772867203,,,,,,,,,,,,,,,,,,,,,36.25441802741437,28.26895653331005,86.43266487332413,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,585.0,3.0,183.0,18086.0,0.1,83.18872179537759,0.0,0.0,4563.479940652847,,,,,,,,,,,,,,,,,,,,,33.05990427273099,22.683614901372334,77.29326855731387,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,700.0,4.0,115.0,18201.0,0.1,59.48370339169562,0.0,0.0,4575.033328533173,,,,,,,,,,,,,,,,,,,,,20.40318110617703,16.553328988887635,57.25178388046233,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,0.0,726.0,5.0,26.0,18227.0,0.1,5.535641982860053,0.0,0.0,4577.95726275444,,,,,,,,,,,,,,,,,,,,,1.676501714205656,1.8430285444107002,5.503053542321807,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,0.0,755.0,6.0,29.0,18256.0,0.1,7.614182678352251,0.0,0.0,4581.215801000595,,,,,,,,,,,,,,,,,,,,,1.7983427463615382,2.2864083756519076,7.577177516563373,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
